Município;IMEI1;IMEI2;Marca;Modelo;Capacidade;Entrega;Local de Uso;Situação; Patrimonio
Santa Lúcia;102414000000000;626830000000000;Motorola;Edge 40;256GB;Santa Lúcia;Escola do município Santa Lúcia;Danificado;9856
Santa Lúcia;694092000000000;313237000000000;Motorola;Edge 40;256GB;Santa Lúcia;Escola do município Santa Lúcia;Danificado;9857
Santa Lúcia;660086000000000;456288000000000;Apple;iPhone 13;128GB;Santa Lúcia;Escola do município Santa Lúcia;Inservível;9858
Santa Lúcia;415494000000000;315073000000000;Multilaser;G Max 2;64GB;Santa Lúcia;Escola do município Santa Lúcia;Inservível;9859
Santa Lúcia;256819000000000;556942000000000;Apple;iPhone 15 Pro;256GB;Santa Lúcia;Escola do município Santa Lúcia;Roubado;9860
Santa Lúcia;896622000000000;662520000000000;Philco;Hit P10;128GB;Santa Lúcia;Escola do município Santa Lúcia;Inservível;9861
Santa Lúcia;899383000000000;146019000000000;Apple;iPhone 15 Pro;256GB;Santa Lúcia;Escola do município Santa Lúcia;Em uso;9862
Santa Lúcia;275005000000000;727820000000000;Motorola;Edge 40;256GB;Santa Lúcia;Escola do município Santa Lúcia;Em uso;9863
Santa Lúcia;573033000000000;752216000000000;Samsung;Galaxy A14;128GB;Santa Lúcia;Escola do município Santa Lúcia;Roubado;9864
Santa Lúcia;473554000000000;849941000000000;Apple;iPhone 13;128GB;Santa Lúcia;Escola do município Santa Lúcia;Danificado;9865
Santa Lúcia;283249000000000;903608000000000;Multilaser;G Max 2;64GB;Santa Lúcia;Escola do município Santa Lúcia;Inservível;9866
Santa Lúcia;371987000000000;904181000000000;Samsung;Galaxy A14;128GB;Santa Lúcia;Escola do município Santa Lúcia;Em uso;9867
Santa Lúcia;843635000000000;619307000000000;Philco;Hit P10;128GB;Santa Lúcia;Escola do município Santa Lúcia;Em uso;9868
Santa Lúcia;853293000000000;819835000000000;Apple;iPhone 15 Pro;256GB;Santa Lúcia;Escola do município Santa Lúcia;Inservível;9869
Santa Lúcia;107047000000000;326967000000000;Samsung;Galaxy A14;128GB;Santa Lúcia;Escola do município Santa Lúcia;Inservível;9870
Santa Maria do Oeste;379756000000000;133719000000000;Philco;Hit P10;128GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Danificado;9871
Santa Maria do Oeste;505074000000000;401128000000000;Apple;iPhone 13;128GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Em uso;9872
Santa Maria do Oeste;589554000000000;255953000000000;Xiaomi;Redmi Note 12;128GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Roubado;9873
Santa Maria do Oeste;980140000000000;596969000000000;Multilaser;G Max 2;64GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Danificado;9874
Santa Maria do Oeste;996776000000000;686510000000000;Motorola;Edge 40;256GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Inservível;9875
Santa Maria do Oeste;720338000000000;487307000000000;Motorola;Edge 40;256GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Inservível;9876
Santa Maria do Oeste;731179000000000;848401000000000;Motorola;Moto G53;128GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Em uso;9877
Santa Maria do Oeste;765175000000000;622741000000000;Motorola;Moto G53;128GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Roubado;9878
Santa Maria do Oeste;846147000000000;490245000000000;Philco;Hit P10;128GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Em uso;9879
Santa Maria do Oeste;741136000000000;476914000000000;Philco;Hit P10;128GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Inservível;9880
Santa Maria do Oeste;889817000000000;461693000000000;Xiaomi;Poco X5;256GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Danificado;9881
Santa Maria do Oeste;122441000000000;354962000000000;Multilaser;G Max 2;64GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Inservível;9882
Santa Maria do Oeste;171164000000000;117557000000000;Samsung;Galaxy S23;256GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Roubado;9883
Santa Maria do Oeste;492293000000000;795190000000000;Motorola;Edge 40;256GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Em uso;9884
Santa Maria do Oeste;472649000000000;710238000000000;Samsung;Galaxy S23;256GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Em uso;9885
Santa Maria do Oeste;275383000000000;109677000000000;Xiaomi;Redmi Note 12;128GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Roubado;9886
Santa Maria do Oeste;203360000000000;586292000000000;Xiaomi;Poco X5;256GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Em uso;9887
Santa Maria do Oeste;838842000000000;325515000000000;Philco;Hit P10;128GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Danificado;9888
Santa Maria do Oeste;594339000000000;550693000000000;Motorola;Edge 40;256GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Inservível;9889
Santa Maria do Oeste;876109000000000;430438000000000;Apple;iPhone 13;128GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Danificado;9890
Santa Maria do Oeste;359722000000000;844556000000000;Xiaomi;Poco X5;256GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Danificado;9891
Santa Maria do Oeste;238746000000000;278167000000000;Apple;iPhone 15 Pro;256GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Danificado;9892
Santa Maria do Oeste;315529000000000;936534000000000;Apple;iPhone 15 Pro;256GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Danificado;9893
Santa Maria do Oeste;236222000000000;375516000000000;Samsung;Galaxy A14;128GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Inservível;9894
Santa Maria do Oeste;792589000000000;709899000000000;Motorola;Edge 40;256GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Roubado;9895
Santa Maria do Oeste;867511000000000;334175000000000;Xiaomi;Redmi Note 12;128GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Inservível;9896
Santa Maria do Oeste;640063000000000;639503000000000;Multilaser;G Max 2;64GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Em uso;9897
Santa Maria do Oeste;875085000000000;824297000000000;Samsung;Galaxy S23;256GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Roubado;9898
Santa Maria do Oeste;994987000000000;285564000000000;Samsung;Galaxy S23;256GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Roubado;9899
Santa Maria do Oeste;791813000000000;463816000000000;Xiaomi;Poco X5;256GB;Santa Maria do Oeste;Escola do município Santa Maria do Oeste;Em uso;9900
Santa Mariana;418634000000000;586259000000000;Motorola;Edge 40;256GB;Santa Mariana;Escola do município Santa Mariana;Em uso;9901
Santa Mariana;873299000000000;855341000000000;Samsung;Galaxy S23;256GB;Santa Mariana;Escola do município Santa Mariana;Roubado;9902
Santa Mariana;632781000000000;880217000000000;Samsung;Galaxy S23;256GB;Santa Mariana;Escola do município Santa Mariana;Em uso;9903
Santa Mariana;751169000000000;630782000000000;Samsung;Galaxy S23;256GB;Santa Mariana;Escola do município Santa Mariana;Inservível;9904
Santa Mariana;639310000000000;607156000000000;Samsung;Galaxy A14;128GB;Santa Mariana;Escola do município Santa Mariana;Roubado;9905
Santa Mariana;126268000000000;887371000000000;Philco;Hit P10;128GB;Santa Mariana;Escola do município Santa Mariana;Inservível;9906
Santa Mariana;456890000000000;681026000000000;Samsung;Galaxy S23;256GB;Santa Mariana;Escola do município Santa Mariana;Danificado;9907
Santa Mariana;519835000000000;994419000000000;Apple;iPhone 15 Pro;256GB;Santa Mariana;Escola do município Santa Mariana;Danificado;9908
Santa Mariana;728248000000000;982961000000000;Xiaomi;Redmi Note 12;128GB;Santa Mariana;Escola do município Santa Mariana;Danificado;9909
Santa Mariana;602178000000000;383540000000000;Apple;iPhone 13;128GB;Santa Mariana;Escola do município Santa Mariana;Danificado;9910
Santa Mariana;594027000000000;583644000000000;Multilaser;G Max 2;64GB;Santa Mariana;Escola do município Santa Mariana;Em uso;9911
Santa Mariana;150044000000000;500594000000000;Apple;iPhone 13;128GB;Santa Mariana;Escola do município Santa Mariana;Roubado;9912
Santa Mariana;371285000000000;736355000000000;Xiaomi;Poco X5;256GB;Santa Mariana;Escola do município Santa Mariana;Em uso;9913
Santa Mariana;750309000000000;668418000000000;Xiaomi;Redmi Note 12;128GB;Santa Mariana;Escola do município Santa Mariana;Danificado;9914
Santa Mariana;759272000000000;448165000000000;Samsung;Galaxy A14;128GB;Santa Mariana;Escola do município Santa Mariana;Roubado;9915
Santa Mariana;154599000000000;986693000000000;Apple;iPhone 15 Pro;256GB;Santa Mariana;Escola do município Santa Mariana;Danificado;9916
Santa Mariana;521560000000000;440092000000000;Apple;iPhone 13;128GB;Santa Mariana;Escola do município Santa Mariana;Em uso;9917
Santa Mariana;771289000000000;448816000000000;Xiaomi;Poco X5;256GB;Santa Mariana;Escola do município Santa Mariana;Em uso;9918
Santa Mariana;413965000000000;228632000000000;Apple;iPhone 13;128GB;Santa Mariana;Escola do município Santa Mariana;Em uso;9919
Santa Mariana;580124000000000;675997000000000;Apple;iPhone 15 Pro;256GB;Santa Mariana;Escola do município Santa Mariana;Roubado;9920
Santa Mariana;933215000000000;128786000000000;Xiaomi;Poco X5;256GB;Santa Mariana;Escola do município Santa Mariana;Danificado;9921
Santa Mariana;694737000000000;142487000000000;Apple;iPhone 13;128GB;Santa Mariana;Escola do município Santa Mariana;Em uso;9922
Santa Mariana;246760000000000;124336000000000;Xiaomi;Redmi Note 12;128GB;Santa Mariana;Escola do município Santa Mariana;Em uso;9923
Santa Mariana;519388000000000;142993000000000;Multilaser;G Max 2;64GB;Santa Mariana;Escola do município Santa Mariana;Roubado;9924
Santa Mariana;701047000000000;308816000000000;Xiaomi;Poco X5;256GB;Santa Mariana;Escola do município Santa Mariana;Inservível;9925
Santa Mariana;826666000000000;960458000000000;Xiaomi;Redmi Note 12;128GB;Santa Mariana;Escola do município Santa Mariana;Danificado;9926
Santa Mariana;509984000000000;147664000000000;Xiaomi;Redmi Note 12;128GB;Santa Mariana;Escola do município Santa Mariana;Danificado;9927
Santa Mariana;164885000000000;855839000000000;Xiaomi;Redmi Note 12;128GB;Santa Mariana;Escola do município Santa Mariana;Danificado;9928
Santa Mariana;321048000000000;224318000000000;Xiaomi;Redmi Note 12;128GB;Santa Mariana;Escola do município Santa Mariana;Inservível;9929
Santa Mariana;725164000000000;252287000000000;Samsung;Galaxy S23;256GB;Santa Mariana;Escola do município Santa Mariana;Danificado;9930
Santa Mônica;784637000000000;441200000000000;Xiaomi;Redmi Note 12;128GB;Santa Mônica;Escola do município Santa Mônica;Danificado;9931
Santa Mônica;793947000000000;107646000000000;Multilaser;G Max 2;64GB;Santa Mônica;Escola do município Santa Mônica;Em uso;9932
Santa Mônica;156245000000000;118418000000000;Xiaomi;Redmi Note 12;128GB;Santa Mônica;Escola do município Santa Mônica;Roubado;9933
Santa Mônica;277211000000000;275607000000000;Xiaomi;Poco X5;256GB;Santa Mônica;Escola do município Santa Mônica;Danificado;9934
Santa Mônica;846724000000000;570850000000000;Xiaomi;Poco X5;256GB;Santa Mônica;Escola do município Santa Mônica;Roubado;9935
Santa Mônica;999629000000000;956237000000000;Motorola;Edge 40;256GB;Santa Mônica;Escola do município Santa Mônica;Danificado;9936
Santa Mônica;295462000000000;868430000000000;Apple;iPhone 15 Pro;256GB;Santa Mônica;Escola do município Santa Mônica;Danificado;9937
Santa Mônica;708317000000000;913110000000000;Xiaomi;Redmi Note 12;128GB;Santa Mônica;Escola do município Santa Mônica;Em uso;9938
Santa Mônica;984681000000000;835252000000000;Motorola;Edge 40;256GB;Santa Mônica;Escola do município Santa Mônica;Em uso;9939
Santa Mônica;501296000000000;397734000000000;Multilaser;G Max 2;64GB;Santa Mônica;Escola do município Santa Mônica;Em uso;9940
Santa Mônica;803141000000000;543053000000000;Philco;Hit P10;128GB;Santa Mônica;Escola do município Santa Mônica;Em uso;9941
Santa Mônica;585995000000000;252978000000000;Xiaomi;Poco X5;256GB;Santa Mônica;Escola do município Santa Mônica;Em uso;9942
Santa Mônica;715332000000000;412399000000000;Xiaomi;Poco X5;256GB;Santa Mônica;Escola do município Santa Mônica;Inservível;9943
Santa Mônica;532169000000000;933329000000000;Xiaomi;Redmi Note 12;128GB;Santa Mônica;Escola do município Santa Mônica;Roubado;9944
Santa Mônica;306370000000000;427628000000000;Xiaomi;Poco X5;256GB;Santa Mônica;Escola do município Santa Mônica;Danificado;9945
Santa Mônica;806281000000000;676116000000000;Multilaser;G Max 2;64GB;Santa Mônica;Escola do município Santa Mônica;Danificado;9946
Santa Mônica;407267000000000;322157000000000;Multilaser;G Max 2;64GB;Santa Mônica;Escola do município Santa Mônica;Roubado;9947
Santa Mônica;149850000000000;865065000000000;Apple;iPhone 15 Pro;256GB;Santa Mônica;Escola do município Santa Mônica;Roubado;9948
Santa Mônica;467671000000000;431853000000000;Apple;iPhone 15 Pro;256GB;Santa Mônica;Escola do município Santa Mônica;Roubado;9949
Santa Mônica;898965000000000;528515000000000;Motorola;Edge 40;256GB;Santa Mônica;Escola do município Santa Mônica;Em uso;9950
Santa Mônica;819888000000000;571970000000000;Philco;Hit P10;128GB;Santa Mônica;Escola do município Santa Mônica;Inservível;9951
Santa Mônica;653880000000000;846629000000000;Xiaomi;Poco X5;256GB;Santa Mônica;Escola do município Santa Mônica;Inservível;9952
Santa Mônica;351528000000000;220058000000000;Motorola;Moto G53;128GB;Santa Mônica;Escola do município Santa Mônica;Inservível;9953
Santa Mônica;591506000000000;266215000000000;Samsung;Galaxy S23;256GB;Santa Mônica;Escola do município Santa Mônica;Inservível;9954
Santa Mônica;686629000000000;431139000000000;Samsung;Galaxy A14;128GB;Santa Mônica;Escola do município Santa Mônica;Em uso;9955
Santa Mônica;969099000000000;864414000000000;Xiaomi;Poco X5;256GB;Santa Mônica;Escola do município Santa Mônica;Roubado;9956
Santa Mônica;771589000000000;899644000000000;Multilaser;G Max 2;64GB;Santa Mônica;Escola do município Santa Mônica;Em uso;9957
Santa Mônica;418259000000000;208154000000000;Philco;Hit P10;128GB;Santa Mônica;Escola do município Santa Mônica;Roubado;9958
Santa Mônica;730559000000000;954145000000000;Apple;iPhone 15 Pro;256GB;Santa Mônica;Escola do município Santa Mônica;Em uso;9959
Santa Mônica;857320000000000;386215000000000;Philco;Hit P10;128GB;Santa Mônica;Escola do município Santa Mônica;Em uso;9960
Santa Tereza do Oeste;116754000000000;963152000000000;Motorola;Moto G53;128GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Danificado;9961
Santa Tereza do Oeste;453834000000000;663801000000000;Samsung;Galaxy A14;128GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Inservível;9962
Santa Tereza do Oeste;379828000000000;597486000000000;Philco;Hit P10;128GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Roubado;9963
Santa Tereza do Oeste;408105000000000;114227000000000;Motorola;Moto G53;128GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Em uso;9964
Santa Tereza do Oeste;893098000000000;645833000000000;Multilaser;G Max 2;64GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Roubado;9965
Santa Tereza do Oeste;554832000000000;368411000000000;Samsung;Galaxy A14;128GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Roubado;9966
Santa Tereza do Oeste;599972000000000;161547000000000;Samsung;Galaxy A14;128GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Em uso;9967
Santa Tereza do Oeste;663593000000000;339153000000000;Xiaomi;Poco X5;256GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Danificado;9968
Santa Tereza do Oeste;836906000000000;195276000000000;Xiaomi;Poco X5;256GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Roubado;9969
Santa Tereza do Oeste;161124000000000;125644000000000;Philco;Hit P10;128GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Danificado;9970
Santa Tereza do Oeste;964440000000000;491082000000000;Philco;Hit P10;128GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Inservível;9971
Santa Tereza do Oeste;933488000000000;684018000000000;Philco;Hit P10;128GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Roubado;9972
Santa Tereza do Oeste;824325000000000;738329000000000;Xiaomi;Poco X5;256GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Roubado;9973
Santa Tereza do Oeste;246930000000000;652003000000000;Motorola;Moto G53;128GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Em uso;9974
Santa Tereza do Oeste;959704000000000;835710000000000;Samsung;Galaxy S23;256GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Roubado;9975
Santa Tereza do Oeste;589863000000000;158356000000000;Multilaser;G Max 2;64GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Em uso;9976
Santa Tereza do Oeste;935759000000000;956854000000000;Xiaomi;Redmi Note 12;128GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Roubado;9977
Santa Tereza do Oeste;856347000000000;171897000000000;Philco;Hit P10;128GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Danificado;9978
Santa Tereza do Oeste;128849000000000;609004000000000;Xiaomi;Poco X5;256GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Roubado;9979
Santa Tereza do Oeste;360557000000000;105251000000000;Apple;iPhone 15 Pro;256GB;Santa Tereza do Oeste;Escola do município Santa Tereza do Oeste;Danificado;9980
